,Loan_Id,Disbursed_Amount,Asset_Cost,ltv,Branch_Id,City_Code,State_Code_x,Postal_Code,Date_of_Birth,Employment_Type,DisbursalDate,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,Region_Code,State_Code_y,City_Name,Loan_Default,State_Code,State_Name
12227,18205,30684,66185,48.35,16,CT12,ST28,201301,6/5/1991,Salaried,8/29/2018,1,1,0,0,0,0,16,0,1yrs 7mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12228,18419,59847,76428,79.68,16,CT12,ST28,201301,10/11/1993,Salaried,10/28/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12229,18806,55809,73901,76.86,16,CT12,ST28,201301,4/15/1982,Salaried,9/14/2018,1,1,0,0,0,0,16,0,2yrs 8mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12230,20309,59613,79816,76.43,16,CT12,ST28,201301,2/13/1995,Salaried,9/29/2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12231,21118,55259,65981,86.39,16,CT12,ST28,201301,5/14/1990,Self employed,8/14/2018,1,1,0,0,0,0,587,1,2yrs 10mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12233,22901,57959,70461,84.44,16,CT12,ST28,201301,1/1/1978,Self employed,10/23/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12234,23136,48149,63255,79.05,16,CT12,ST28,201301,1/1/1990,Self employed,6/10/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12235,4876,116908,174438,69.57,85,CT12,ST28,201301,6/1/1981,Self employed,10/27/2018,1,1,1,0,0,0,14,0,3yrs 10mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12236,5243,45029,63384,73.97,85,CT12,ST28,201301,1/1/1979,Salaried,8/23/2018,1,1,0,0,0,0,300,0,2yrs 8mon,4,R4,ST28,Noida,0,ST28,Uttar Pradesh
12237,6691,48703,90481,55.7,85,CT12,ST28,201301,7/28/1981,Self employed,10/13/2018,1,0,0,0,1,0,709,0,1yrs 2mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12238,8299,55013,73000,76.71,85,CT12,ST28,201301,8/10/1993,Salaried,10/29/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12239,9418,36406,60967,62.27,85,CT12,ST28,201301,6/1/1959,Salaried,9/17/2018,1,1,0,0,0,0,712,0,4yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12240,13772,46399,70720,67.94,85,CT12,ST28,201301,1/1/1989,Self employed,8/29/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12241,18278,59038,68441,89.26,85,CT12,ST28,201301,1/1/1963,Salaried,8/30/2018,1,0,0,1,0,0,763,0,2yrs 0mon,0,R4,ST28,Noida,1,ST28,Uttar Pradesh
12242,22322,55385,67497,85.0,85,CT12,ST28,201301,6/1/1984,Salaried,10/21/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12243,335,44745,62320,74.78,10,CT12,ST28,201301,2/21/1985,Self employed,9/24/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12244,2482,54913,71169,79.95,10,CT12,ST28,201301,1/1/1987,Self employed,9/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12245,2882,71817,92045,79.31,10,CT12,ST28,201301,8/26/1990,Self employed,10/26/2018,1,0,0,1,0,0,830,0,2yrs 2mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12246,5326,67882,91029,75.8,10,CT12,ST28,201301,1/1/1985,Self employed,10/24/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12248,7880,29984,67414,45.98,10,CT12,ST28,201301,11/9/1990,Self employed,9/20/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12249,8143,72817,101344,73.02,10,CT12,ST28,201301,12/4/1995,Self employed,10/23/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12250,14093,40510,56450,74.93,10,CT12,ST28,201301,2/12/1988,Self employed,8/28/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12251,15823,44394,78700,57.18,10,CT12,ST28,201301,10/20/1984,Self employed,9/25/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12252,15943,63447,73179,88.82,10,CT12,ST28,201301,2/20/1990,Self employed,10/15/2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,R3,ST28,Noida,1,ST28,Uttar Pradesh
12253,17349,40510,56450,74.93,10,CT12,ST28,201301,1/1/1987,Self employed,12/9/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12254,17882,31984,78090,42.26,10,CT12,ST28,201301,1/1/1989,Self employed,8/9/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12255,18075,34439,79300,45.4,10,CT12,ST28,201301,10/10/1996,Self employed,10/18/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12256,19252,56759,72578,79.91,10,CT12,ST28,201301,10/17/1990,Self employed,9/21/2018,1,0,0,0,1,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12257,21581,50303,66647,76.52,10,CT12,ST28,201301,5/15/1997,Self employed,9/28/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12258,5124,42194,66400,66.27,68,CT12,ST28,201301,9/21/1993,Self employed,10/9/2018,1,1,0,0,0,0,763,0,1yrs 7mon,0,R2,ST28,Noida,1,ST28,Uttar Pradesh
12259,5306,43736,54049,83.8,68,CT12,ST28,201301,9/5/1990,Salaried,8/17/2018,1,1,0,0,0,0,763,0,1yrs 9mon,0,R2,ST28,Noida,1,ST28,Uttar Pradesh
12260,6936,27981,66460,45.14,68,CT12,ST28,201301,8/13/1985,Self employed,6/9/2018,1,1,0,0,0,0,783,0,2yrs 9mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12261,9581,54013,67500,82.96,68,CT12,ST28,201301,9/9/1982,Self employed,9/16/2018,1,1,0,0,0,0,774,1,2yrs 1mon,2,R2,ST28,Noida,1,ST28,Uttar Pradesh
12262,16387,59259,73050,82.14,68,CT12,ST28,201301,1/29/1992,Salaried,9/18/2018,1,1,0,0,0,0,694,0,2yrs 6mon,1,R2,ST28,Noida,1,ST28,Uttar Pradesh
12263,16932,45349,63200,74.37,68,CT12,ST28,201301,12/12/1973,Self employed,8/24/2018,1,1,0,0,0,0,825,0,1yrs 2mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12264,17959,45849,60865,78.86,68,CT12,ST28,201301,8/11/1985,Salaried,7/8/2018,1,0,0,1,0,0,830,0,1yrs 3mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12265,19905,43394,60294,74.63,68,CT12,ST28,201301,6/1/1990,Self employed,8/30/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12266,20172,47849,63144,79.18,68,CT12,ST28,201301,7/25/1997,Salaried,9/21/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,1,ST28,Uttar Pradesh
12267,471,62297,71546,89.24,73,CT12,ST28,201301,4/1/1989,Self employed,10/19/2018,1,1,0,0,0,0,738,0,2yrs 6mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12268,2745,40494,68450,60.04,73,CT12,ST28,201301,1/1/1980,Self employed,10/30/2018,1,0,0,1,0,0,680,0,2yrs 8mon,1,R2,ST28,Noida,0,ST28,Uttar Pradesh
12269,8435,48633,59853,83.59,73,CT12,ST28,201301,8/5/1975,Self employed,8/16/2018,1,1,0,0,0,0,737,0,6yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12270,10326,49903,67037,75.48,73,CT12,ST28,201301,4/24/1979,Self employed,10/31/2018,1,1,1,0,0,0,716,0,6yrs 5mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12271,12285,61947,70661,89.87,73,CT12,ST28,201301,6/17/1967,Self employed,10/18/2018,1,1,1,0,0,0,300,0,3yrs 2mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12272,16374,58059,65550,89.7,73,CT12,ST28,201301,4/4/1964,Salaried,10/22/2018,1,1,0,0,0,0,732,0,5yrs 6mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12273,413,59463,77583,78.63,3,CT12,ST28,201301,7/15/1997,Self employed,10/31/2018,1,1,0,1,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12274,593,60443,76248,83.94,3,CT12,ST28,201301,12/31/1989,Self employed,9/20/2018,1,1,0,0,0,0,654,0,3yrs 1mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12275,1635,44903,75804,60.02,3,CT12,ST28,201301,12/22/1983,Self employed,10/25/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12276,1810,32884,44875,77.99,3,CT12,ST28,201301,2/10/1979,Salaried,11/8/2018,1,1,1,0,0,0,683,1,3yrs 2mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12277,2721,47849,56753,86.34,3,CT12,ST28,201301,1/1/1967,Self employed,8/29/2018,1,1,0,0,0,0,16,0,3yrs 3mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12278,2832,40394,61243,68.58,3,CT12,ST28,201301,1/1/1993,Self employed,10/24/2018,1,1,0,0,0,0,737,0,0yrs 7mon,1,R3,ST28,Noida,1,ST28,Uttar Pradesh
12279,2958,27029,42723,67.88,3,CT12,ST28,201301,2/2/1990,Salaried,8/30/2018,1,1,1,0,0,0,710,0,0yrs 6mon,2,R3,ST28,Noida,0,ST28,Uttar Pradesh
12280,3605,50683,62725,86.09,3,CT12,ST28,201301,3/1/1974,Salaried,9/25/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12281,3867,48133,58902,88.28,3,CT12,ST28,201301,7/23/1981,Self employed,6/8/2018,1,1,1,0,0,0,550,2,1yrs 10mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12282,4032,48349,63077,79.27,3,CT12,ST28,201301,1/1/1978,Self employed,10/24/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12283,4550,42394,66960,65.71,3,CT12,ST28,201301,10/2/1970,Salaried,9/19/2018,1,1,0,0,0,0,824,0,6yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12284,4589,49303,61375,83.1,3,CT12,ST28,201301,11/27/1976,Self employed,3/8/2018,1,1,1,0,0,0,300,0,7yrs 6mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12285,4650,49803,62165,82.84,3,CT12,ST28,201301,1/1/1989,Self employed,9/28/2018,1,1,0,0,0,0,825,0,0yrs 7mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12286,4878,34439,58326,61.72,3,CT12,ST28,201301,6/6/1990,Self employed,12/8/2018,1,1,0,0,0,0,762,0,1yrs 5mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12287,4963,50803,64407,79.96,3,CT12,ST28,201301,12/30/1972,Salaried,10/20/2018,1,1,0,0,0,0,742,0,3yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12288,5529,58759,75042,79.96,3,CT12,ST28,201301,7/6/1995,Salaried,9/18/2018,1,1,0,0,0,0,480,1,1yrs 3mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12289,5687,54034,73285,78.46,3,CT12,ST28,201301,1/15/1992,Self employed,8/22/2018,1,1,0,0,0,0,305,0,2yrs 2mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12290,5875,57259,61270,94.66,3,CT12,ST28,201301,1/1/1996,Salaried,8/30/2018,1,1,0,0,0,0,723,0,0yrs 7mon,1,R3,ST28,Noida,0,ST28,Uttar Pradesh
12291,6222,43394,59788,75.27,3,CT12,ST28,201301,10/20/1985,Salaried,9/28/2018,1,1,1,0,0,0,0,0,0yrs 0mon,1,R3,ST28,Noida,0,ST28,Uttar Pradesh
12292,7279,53303,68024,83.79,3,CT12,ST28,201301,7/3/1960,Self employed,10/24/2018,1,1,0,1,0,0,0,0,0yrs 0mon,1,R3,ST28,Noida,0,ST28,Uttar Pradesh
12293,8992,52303,67576,79.91,3,CT12,ST28,201301,12/14/1980,Self employed,9/27/2018,1,1,1,1,0,0,559,2,0yrs 3mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12294,9642,52303,66700,80.96,3,CT12,ST28,201301,7/1/1965,Self employed,10/13/2018,1,1,1,0,0,0,15,0,11yrs 4mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12295,10604,56663,72508,82.75,3,CT12,ST28,201301,1/1/1991,Self employed,10/20/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12296,10811,55059,72319,77.16,3,CT12,ST28,201301,1/1/1977,Self employed,10/23/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12297,11462,37339,51629,74.38,3,CT12,ST28,201301,1/1/1991,Self employed,9/30/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12298,11606,69123,113540,63.41,3,CT12,ST28,201301,10/25/1974,Self employed,8/14/2018,1,1,1,0,0,0,17,0,0yrs 2mon,1,R3,ST28,Noida,0,ST28,Uttar Pradesh
12299,11898,43394,58179,77.35,3,CT12,ST28,201301,4/3/1990,Self employed,8/8/2018,1,1,1,0,0,0,825,0,0yrs 6mon,1,R3,ST28,Noida,0,ST28,Uttar Pradesh
12300,12023,70623,107254,68.06,3,CT12,ST28,201301,3/9/1966,Salaried,10/20/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12301,12498,60293,93225,68.65,3,CT12,ST28,201301,7/7/1992,Self employed,11/8/2018,1,1,0,0,0,0,737,1,1yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12302,12945,40654,58902,73.45,3,CT12,ST28,201301,12/10/1979,Salaried,8/31/2018,1,1,0,0,0,0,15,0,1yrs 8mon,1,R3,ST28,Noida,0,ST28,Uttar Pradesh
12303,13492,39394,58633,69.93,3,CT12,ST28,201301,1/1/1971,Self employed,9/20/2018,1,1,0,0,0,0,762,0,1yrs 2mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12304,13871,44909,65874,72.87,3,CT12,ST28,201301,1/21/1997,Self employed,9/24/2018,1,1,1,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12305,14854,30784,40483,79.79,3,CT12,ST28,201301,11/26/1992,Self employed,8/25/2018,1,1,0,1,0,0,653,0,0yrs 9mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12306,15361,47349,61880,79.19,3,CT12,ST28,201301,1/1/1981,Self employed,10/16/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12307,15921,38141,62838,63.66,3,CT12,ST28,201301,7/1/1992,Self employed,10/22/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12308,16225,58259,71381,84.06,3,CT12,ST28,201301,7/12/1992,Self employed,10/28/2018,1,1,1,0,0,0,738,0,0yrs 11mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12309,16502,54259,71095,78.77,3,CT12,ST28,201301,10/10/1992,Self employed,10/30/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12310,17830,46349,58371,82.23,3,CT12,ST28,201301,3/25/1980,Salaried,8/24/2018,1,1,0,0,0,0,681,0,0yrs 9mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12311,17921,58259,73967,81.12,3,CT12,ST28,201301,12/30/1986,Salaried,10/24/2018,1,1,0,0,0,0,16,0,1yrs 3mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12312,17982,46349,68712,69.86,3,CT12,ST28,201301,1/15/1973,Self employed,9/25/2018,1,1,1,0,0,0,825,0,0yrs 9mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12313,19694,47849,68410,70.9,3,CT12,ST28,201301,3/1/1982,Self employed,10/17/2018,1,1,0,0,0,0,728,0,2yrs 3mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12314,20002,43094,66873,65.35,3,CT12,ST28,201301,8/14/1966,Salaried,12/10/2018,1,0,1,1,0,0,836,0,1yrs 0mon,0,R3,ST28,Noida,0,ST28,Uttar Pradesh
12315,20412,44909,58833,81.59,3,CT12,ST28,201301,5/10/1978,Self employed,6/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,1,R3,ST28,Noida,1,ST28,Uttar Pradesh
12316,21956,57259,74010,79.72,3,CT12,ST28,201301,10/25/1992,Salaried,10/16/2018,1,1,0,0,0,0,738,0,0yrs 6mon,0,R3,ST28,Noida,1,ST28,Uttar Pradesh
12317,2332,43429,62250,73.9,103,CT12,ST28,201301,1/1/1982,Self employed,8/31/2018,1,1,0,0,0,0,710,0,2yrs 0mon,0,R4,ST28,Noida,1,ST28,Uttar Pradesh
12318,3894,58659,79287,75.67,103,CT12,ST28,201301,5/10/1997,Self employed,9/19/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12319,3909,83033,135909,62.54,103,CT12,ST28,201301,10/23/1996,Self employed,3/8/2018,1,1,0,0,0,0,15,0,0yrs 1mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12320,4402,72817,103646,71.4,103,CT12,ST28,201301,1/1/1996,Self employed,9/24/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12321,4444,80033,110977,73.89,103,CT12,ST28,201301,1/1/1964,Self employed,9/19/2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12322,5752,45349,60734,77.39,103,CT12,ST28,201301,1/1/1987,Self employed,9/20/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12323,6204,94914,174544,56.72,103,CT12,ST28,201301,8/3/1967,Salaried,10/24/2018,1,1,0,0,0,0,709,0,8yrs 7mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12324,7045,71123,99014,72.72,103,CT12,ST28,201301,1/26/1987,Self employed,9/25/2018,1,0,1,0,0,0,602,0,0yrs 8mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12325,8923,55613,73998,81.08,103,CT12,ST28,201301,2/10/1986,Self employed,9/18/2018,1,1,0,0,0,0,697,0,0yrs 6mon,0,R4,ST28,Noida,1,ST28,Uttar Pradesh
12326,9614,51303,69374,76.4,103,CT12,ST28,201301,1/1/1988,Self employed,9/30/2018,1,1,0,0,0,0,679,1,0yrs 7mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12327,9861,42994,62027,72.55,103,CT12,ST28,201301,1/1/1984,Self employed,9/25/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12328,10569,52893,67462,83.01,103,CT12,ST28,201301,1/1/1992,Self employed,8/23/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12329,13872,45185,59800,80.27,103,CT12,ST28,201301,1/1/1981,Self employed,7/8/2018,1,1,0,0,0,0,758,0,1yrs 10mon,1,R4,ST28,Noida,0,ST28,Uttar Pradesh
12330,16966,47349,65330,75.0,103,CT12,ST28,201301,1/1/1970,Self employed,8/17/2018,1,1,0,0,0,0,603,0,5yrs 6mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12331,17463,44369,63307,75.82,103,CT12,ST28,201301,1/1/1991,Self employed,9/14/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12332,18717,61947,100361,63.77,103,CT12,ST28,201301,5/19/1995,Self employed,8/30/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,1,ST28,Uttar Pradesh
12333,19894,48349,94496,52.91,103,CT12,ST28,201301,1/1/1982,Self employed,3/8/2018,1,1,0,0,0,0,657,0,0yrs 7mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12334,20902,96399,173333,57.69,103,CT12,ST28,201301,7/12/1976,Self employed,10/24/2018,1,1,0,0,0,0,367,1,6yrs 11mon,1,R4,ST28,Noida,0,ST28,Uttar Pradesh
12335,21137,60213,97750,63.43,103,CT12,ST28,201301,1/6/1990,Salaried,11/8/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12336,22701,33844,61617,60.05,103,CT12,ST28,201301,1/1/1977,Self employed,8/22/2018,1,1,0,0,0,0,825,0,0yrs 6mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12337,22961,51078,71633,76.78,103,CT12,ST28,201301,1/1/1994,Self employed,8/31/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,1,ST28,Uttar Pradesh
12338,23200,48349,86720,57.66,103,CT12,ST28,201301,1/1/1990,Self employed,8/8/2018,1,1,0,0,0,0,763,0,1yrs 2mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12339,3255,45291,90794,52.76,65,CT12,ST28,201301,11/24/1977,Salaried,11/8/2018,1,0,0,1,0,0,559,0,4yrs 8mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12340,3782,34939,66365,55.0,65,CT12,ST28,201301,12/6/1994,Self employed,8/10/2018,1,0,0,1,0,0,428,0,1yrs 3mon,0,R2,ST28,Noida,1,ST28,Uttar Pradesh
12341,3802,51003,66433,79.33,65,CT12,ST28,201301,1/18/1988,Salaried,8/8/2018,1,0,0,1,0,0,643,0,3yrs 11mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12342,4379,50693,72593,71.63,65,CT12,ST28,201301,8/1/1978,Salaried,10/26/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12343,5513,70395,97578,74.38,65,CT12,ST28,201301,5/4/1964,Salaried,9/15/2018,1,0,0,1,0,0,836,0,3yrs 1mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12344,5682,72623,127786,58.3,65,CT12,ST28,201301,11/2/1994,Self employed,8/14/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12345,8448,51078,71536,72.69,65,CT12,ST28,201301,1/1/1987,Self employed,9/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12346,10989,50803,77425,67.16,65,CT12,ST28,201301,10/25/1982,Salaried,8/9/2018,1,0,1,1,0,0,733,0,5yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12347,14458,47849,74843,66.14,65,CT12,ST28,201301,1/1/1988,Self employed,8/16/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,1,ST28,Uttar Pradesh
12348,15057,56378,70365,82.24,65,CT12,ST28,201301,1/1/1968,Self employed,10/31/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,1,ST28,Uttar Pradesh
12349,15999,69817,97172,73.58,65,CT12,ST28,201301,2/20/1990,Salaried,8/18/2018,1,1,0,0,0,0,15,0,0yrs 1mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12350,20296,21074,72549,31.01,65,CT12,ST28,201301,6/1/1994,Salaried,8/10/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12351,20607,41194,65105,65.74,65,CT12,ST28,201301,10/2/1970,Self employed,9/28/2018,1,0,1,1,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12352,20889,53984,77971,71.78,65,CT12,ST28,201301,12/30/1990,Salaried,10/23/2018,1,0,1,1,0,0,738,0,0yrs 9mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12353,21227,34641,84202,42.99,65,CT12,ST28,201301,4/1/1986,Self employed,8/20/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12354,22214,40210,80814,51.97,65,CT12,ST28,201301,1/1/1988,Self employed,10/9/2018,1,0,0,1,0,0,615,0,1yrs 9mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12355,22416,44336,66056,69.94,65,CT12,ST28,201301,3/23/1982,Self employed,8/9/2018,1,0,1,1,0,0,658,0,4yrs 0mon,0,R2,ST28,Noida,0,ST28,Uttar Pradesh
12356,911,82586,112390,74.65,130,CT12,ST28,201301,7/22/1978,Self employed,10/30/2018,1,1,0,0,0,0,300,2,5yrs 10mon,0,R4,ST28,Noida,1,ST28,Uttar Pradesh
12357,3463,49349,70418,71.0,130,CT12,ST28,201301,1/1/1992,Salaried,10/15/2018,1,1,0,0,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,1,ST28,Uttar Pradesh
12358,4620,50703,72010,72.21,130,CT12,ST28,201301,1/9/1984,Self employed,10/21/2018,1,0,0,1,0,0,510,0,3yrs 6mon,1,R4,ST28,Noida,0,ST28,Uttar Pradesh
12359,7315,45379,63876,73.58,130,CT12,ST28,201301,6/21/1977,Self employed,8/30/2018,1,1,0,0,0,0,783,0,1yrs 10mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12360,9022,48599,65782,76.01,130,CT12,ST28,201301,6/1/1980,Self employed,10/25/2018,1,0,0,1,0,0,0,0,0yrs 0mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12361,11909,47849,65065,76.08,130,CT12,ST28,201301,8/1/1974,Self employed,6/8/2018,1,1,0,0,0,0,738,0,0yrs 7mon,0,R4,ST28,Noida,0,ST28,Uttar Pradesh
12362,302,59447,71817,84.94,61,CT12,ST28,201301,1/1/1986,Self employed,10/31/2018,1,1,0,0,0,0,15,0,0yrs 0mon,1,R2,ST28,Noida,0,ST28,Uttar Pradesh
